CpG Number,Start Position,End Position,Obs/Exp,%GC
15325,60020,60219,1.73,53.00
15326,60021,60220,1.73,53.00
15327,60022,60221,1.76,53.50
15328,60023,60222,1.80,53.00
15329,60024,60223,1.85,52.50
15330,60025,60224,1.85,52.50
15331,60026,60225,1.85,52.50
15332,60027,60226,1.85,52.50
15333,60028,60227,1.83,52.50
15334,60029,60228,1.83,52.50
15335,60030,60229,1.83,52.50
15336,60031,60230,1.83,52.50
15337,60032,60231,1.86,53.00
15338,60033,60232,1.86,53.00
15339,60034,60233,1.86,53.00
15340,60035,60234,1.86,53.00
15341,60036,60235,1.86,53.00
15342,60037,60236,1.86,53.00
15343,60038,60237,1.89,53.50
15344,60039,60238,1.86,53.00
15345,60040,60239,1.86,53.00
15346,60041,60240,1.89,52.50
15347,60042,60241,1.88,52.50
15348,60043,60242,1.91,52.00
15349,60044,60243,1.94,51.50
15350,60045,60244,1.97,51.00
15351,60046,60245,1.93,51.50
15352,60047,60246,1.92,51.50
15353,60048,60247,1.92,51.50
15354,60049,60248,1.84,51.50
15355,60050,60249,1.87,51.00
15356,60051,60250,1.86,51.00
15357,60052,60251,1.86,51.00
15358,60053,60252,1.79,51.00
15359,60054,60253,1.83,50.50
15360,60055,60254,1.83,50.50
15361,60056,60255,1.83,50.50
15362,60057,60256,1.79,51.00
15363,60058,60257,1.83,50.50
15364,60059,60258,1.79,51.00
15365,60060,60259,1.82,50.50
15366,60061,60260,1.78,51.00
15367,60062,60261,1.78,51.00
15368,60063,60262,1.74,51.50
15369,60064,60263,1.74,51.50
15370,60065,60264,1.74,51.50
15371,60066,60265,1.66,51.50
15372,60067,60266,1.66,51.50
15373,60068,60267,1.70,51.00
15374,60069,60268,1.69,51.00
15375,60070,60269,1.73,50.50
15376,60071,60270,1.69,51.00
15377,60072,60271,1.69,51.00
15378,60073,60272,1.65,50.50
15379,60074,60273,1.68,50.00
15380,60075,60274,1.65,50.50
15381,60076,60275,1.68,50.00
15382,60077,60276,1.65,50.50
15383,60078,60277,1.65,50.50
15384,60079,60278,1.65,50.50
15385,60080,60279,1.68,50.00
15386,60081,60280,1.65,50.50
15387,60082,60281,1.68,50.00
15388,60083,60282,1.73,50.50
15389,60084,60283,1.65,50.50
15390,60085,60284,1.69,50.00
15391,60086,60285,1.69,50.00
15392,60087,60286,1.61,50.00
15393,60088,60287,1.61,50.00
15394,60089,60288,1.61,50.00
15395,60297,60496,1.89,50.00
15396,60298,60497,1.89,50.00
15397,60299,60498,1.84,50.50
15398,60300,60499,1.82,50.50
15399,60301,60500,1.77,51.00
15400,60302,60501,1.76,51.00
15401,60303,60502,1.76,51.00
15402,60304,60503,1.84,51.00
15403,60305,60504,1.84,51.00
15404,60306,60505,1.81,51.50
15405,60307,60506,1.77,52.00
15406,60308,60507,1.81,51.50
15407,60309,60508,1.86,52.00
15408,60310,60509,1.78,52.00
15409,60311,60510,1.78,52.00
15410,60312,60511,1.74,52.50
15411,60313,60512,1.73,52.50
15412,60314,60513,1.75,52.00
15413,60315,60514,1.75,52.00
15414,60316,60515,1.83,52.00
15415,60317,60516,1.83,52.00
15416,60318,60517,1.83,52.00
15417,60319,60518,1.80,52.50
15418,60320,60519,1.81,52.50
15419,60321,60520,1.81,52.50
15420,60322,60521,1.74,52.50
15421,60323,60522,1.74,52.50
15422,60324,60523,1.77,52.00
15423,60325,60524,1.77,52.00
15424,60326,60525,1.77,52.00
15425,60327,60526,1.77,52.00
15426,60328,60527,1.73,52.50
15427,60329,60528,1.71,52.50
15428,60330,60529,1.76,53.00
15429,60331,60530,1.79,52.50
15430,60332,60531,1.75,53.00
15431,60333,60532,1.71,53.50
15432,60334,60533,1.71,53.50
15433,60335,60534,1.70,53.50
15434,60336,60535,1.74,54.00
15435,60337,60536,1.74,54.00
15436,60338,60537,1.74,54.00
15437,60339,60538,1.78,54.50
15438,60340,60539,1.74,55.00
15439,60341,60540,1.74,55.00
15440,60342,60541,1.78,55.50
15441,60343,60542,1.77,55.50
15442,60344,60543,1.76,55.50
15443,60345,60544,1.76,55.50
15444,60346,60545,1.80,56.00
15445,60347,60546,1.83,55.50
15446,60348,60547,1.80,56.00
15447,60349,60548,1.79,56.00
15448,60350,60549,1.76,56.50
15449,60351,60550,1.79,56.00
15450,60352,60551,1.82,56.50
15451,60353,60552,1.82,56.50
15452,60354,60553,1.82,56.50
15453,60355,60554,1.79,57.00
15454,60356,60555,1.79,57.00
15455,60357,60556,1.85,57.00
15456,60358,60557,1.82,57.50
15457,60359,60558,1.85,57.00
15458,60360,60559,1.88,57.50
15459,60361,60560,1.88,57.50
15460,60362,60561,1.88,57.50
15461,60363,60562,1.84,58.00
15462,60364,60563,1.84,58.00
15463,60365,60564,1.84,58.00
15464,60366,60565,1.84,58.00
15465,60367,60566,1.81,58.50
15466,60368,60567,1.78,58.00
15467,60369,60568,1.75,58.50
15468,60370,60569,1.75,58.50
15469,60371,60570,1.75,58.50
15470,60372,60571,1.75,58.50
15471,60373,60572,1.73,59.00
15472,60374,60573,1.73,59.00
15473,60375,60574,1.70,59.50
15474,60376,60575,1.64,59.50
15475,60377,60576,1.64,59.50
15476,60378,60577,1.59,59.50
15477,60379,60578,1.64,59.50
15478,60380,60579,1.59,59.50
15479,60381,60580,1.59,59.50
15480,60382,60581,1.59,59.50
15481,60383,60582,1.62,59.00
15482,60384,60583,1.64,59.50
15483,60385,60584,1.62,60.00
15484,60386,60585,1.59,59.50
15485,60387,60586,1.62,60.00
15486,60388,60587,1.59,60.50
15487,60389,60588,1.60,60.50
15488,60390,60589,1.63,60.00
15489,60391,60590,1.63,60.00
15490,60392,60591,1.66,59.50
15491,60393,60592,1.68,60.00
15492,60394,60593,1.72,59.50
15493,60395,60594,1.69,60.00
15494,60396,60595,1.70,60.00
15495,60397,60596,1.67,60.50
15496,60398,60597,1.67,60.50
15497,60399,60598,1.67,60.50
15498,60400,60599,1.70,61.00
15499,60401,60600,1.67,61.50
15500,60402,60601,1.67,61.50
15501,60403,60602,1.67,61.50
15502,60404,60603,1.70,61.00
15503,60405,60604,1.70,61.00
15504,60406,60605,1.70,61.00
15505,60407,60606,1.75,61.00
15506,60408,60607,1.75,61.00
15507,60409,60608,1.75,61.00
15508,60410,60609,1.75,61.00
15509,60411,60610,1.73,60.50
15510,60412,60611,1.73,60.50
15511,60413,60612,1.70,61.00
15512,60414,60613,1.70,61.00
15513,60415,60614,1.76,61.00
15514,60416,60615,1.76,61.00
15515,60417,60616,1.78,60.50
15516,60418,60617,1.76,61.00
15517,60419,60618,1.74,60.50
15518,60420,60619,1.74,60.50
15519,60421,60620,1.74,60.50
15520,60422,60621,1.74,60.50
15521,60423,60622,1.76,60.00
15522,60424,60623,1.73,60.50
15523,60425,60624,1.73,60.50
15524,60426,60625,1.68,60.50
15525,60427,60626,1.71,60.00
15526,60428,60627,1.71,60.00
15527,60429,60628,1.75,59.50
15528,60430,60629,1.77,60.00
15529,60431,60630,1.76,60.00
15530,60432,60631,1.76,60.00
15531,60433,60632,1.73,60.50
15532,60434,60633,1.70,61.00
15533,60435,60634,1.67,60.50
15534,60436,60635,1.71,60.00
15535,60437,60636,1.71,60.00
15536,60438,60637,1.74,59.50
15537,60439,60638,1.77,59.00
15538,60440,60639,1.80,58.50
15539,60441,60640,1.80,58.50
15540,60442,60641,1.78,58.00
15541,60443,60642,1.78,58.00
15542,60444,60643,1.78,58.00
15543,60445,60644,1.81,57.50
15544,60446,60645,1.81,57.50
15545,60447,60646,1.84,57.00
15546,60448,60647,1.80,57.50
15547,60449,60648,1.75,57.50
15548,60450,60649,1.78,57.00
15549,60451,60650,1.81,56.50
15550,60452,60651,1.81,56.50
15551,60453,60652,1.81,56.50
15552,60454,60653,1.81,56.50
15553,60455,60654,1.82,56.50
15554,60456,60655,1.82,56.50
15555,60457,60656,1.86,56.00
15556,60458,60657,1.89,55.50
15557,60459,60658,1.91,55.00
15558,60460,60659,1.89,55.50
15559,60461,60660,1.91,55.00
15560,60462,60661,1.91,55.00
15561,60463,60662,1.91,55.00
15562,60464,60663,1.94,54.50
15563,60465,60664,1.94,54.50
15564,60466,60665,1.98,54.00
15565,60467,60666,1.98,54.00
15566,60468,60667,2.01,53.50
15567,60469,60668,2.03,54.00
15568,60470,60669,2.07,53.50
15569,60471,60670,2.07,53.50
15570,60472,60671,2.10,53.00
15571,60473,60672,2.09,53.00
15572,60474,60673,2.06,52.50
15573,60475,60674,2.06,52.50
15574,60476,60675,2.05,52.50
15575,60477,60676,2.05,52.50
15576,60478,60677,2.02,53.00
15577,60479,60678,2.05,52.50
15578,60480,60679,2.05,52.50
15579,60481,60680,2.05,52.50
15580,60482,60681,2.02,52.00
15581,60483,60682,2.06,51.50
15582,60484,60683,2.10,51.00
15583,60485,60684,2.17,51.00
15584,60486,60685,2.21,50.50
15585,60487,60686,2.25,50.00
15586,60488,60687,2.25,50.00
15587,61261,61460,1.75,50.00
15588,61262,61461,1.75,50.00
15589,61263,61462,1.75,50.00
15590,61264,61463,1.75,50.00
15591,61265,61464,1.74,50.00
15592,61266,61465,1.74,50.00
15593,61267,61466,1.74,50.00
15594,61268,61467,1.71,50.50
15595,61269,61468,1.71,50.50
15596,61270,61469,1.75,51.00
15597,61271,61470,1.72,51.50
15598,61272,61471,1.75,51.00
15599,61273,61472,1.78,51.50
15600,61274,61473,1.78,51.50
15601,61275,61474,1.75,51.00
15602,61276,61475,1.79,50.50
15603,61277,61476,1.75,51.00
15604,61278,61477,1.78,50.50
15605,61279,61478,1.73,51.00
15606,61280,61479,1.69,51.50
15607,61281,61480,1.66,52.00
15608,61282,61481,1.69,51.50
15609,61283,61482,1.65,52.00
15610,61284,61483,1.61,52.50
15611,61285,61484,1.64,52.00
15612,61286,61485,1.64,52.00
15613,61287,61486,1.64,52.00
15614,61288,61487,1.64,52.00
15615,61289,61488,1.64,52.00
15616,61290,61489,1.61,52.50
15617,61291,61490,1.59,53.00
15618,61292,61491,1.61,52.50
15619,61293,61492,1.61,52.50
15620,61294,61493,1.64,52.00
15621,61295,61494,1.61,52.50
15622,61296,61495,1.61,52.50
15623,61297,61496,1.64,52.00
15624,61298,61497,1.71,52.00
15625,61299,61498,1.74,51.50
15626,61300,61499,1.71,52.00
15627,61301,61500,1.74,51.50
15628,61302,61501,1.71,52.00
15629,61303,61502,1.67,51.50
15630,61304,61503,1.67,51.50
15631,61305,61504,1.74,51.50
15632,61306,61505,1.77,51.00
15633,61307,61506,1.77,51.00
15634,61308,61507,1.73,50.50
15635,61309,61508,1.70,51.00
15636,61310,61509,1.70,51.00
15637,61311,61510,1.70,51.00
15638,61312,61511,1.67,51.50
15639,61313,61512,1.67,51.50
15640,61314,61513,1.70,51.00
15641,61315,61514,1.62,51.00
15642,61316,61515,1.62,51.00
15643,61317,61516,1.65,50.50
15644,61318,61517,1.65,50.50
15645,61319,61518,1.62,51.00
15646,61320,61519,1.62,51.00
15647,61321,61520,1.62,51.00
15648,61322,61521,1.62,51.00
15649,61323,61522,1.58,50.50
15650,61324,61523,1.62,51.00
15651,61325,61524,1.62,51.00
15652,61326,61525,1.62,51.00
15653,61327,61526,1.62,51.00
15654,61328,61527,1.55,51.00
15655,61329,61528,1.58,50.50
15656,61330,61529,1.58,50.50
15657,61331,61530,1.53,50.00
15658,61332,61531,1.61,50.00
15659,61334,61533,1.61,50.00
15660,61335,61534,1.61,50.00
15661,61963,62162,1.82,50.00
15662,61965,62164,1.89,50.00
15663,61966,62165,1.86,50.50
15664,61967,62166,1.83,51.00
15665,61968,62167,1.86,50.50
15666,61969,62168,1.92,50.50
15667,61970,62169,1.91,50.50
15668,61971,62170,1.87,51.00
15669,61972,62171,1.87,51.00
15670,61973,62172,1.83,50.50
15671,61974,62173,1.83,50.50
15672,61975,62174,1.83,50.50
15673,61976,62175,1.79,51.00
15674,61977,62176,1.79,51.00
15675,61978,62177,1.75,50.50
15676,61979,62178,1.80,50.00
15677,61980,62179,1.80,50.00
15678,61981,62180,1.81,50.00
15679,61982,62181,1.84,50.50
15680,61983,62182,1.83,50.50
15681,61984,62183,1.79,51.00
15682,61985,62184,1.72,51.00
15683,61986,62185,1.73,51.00
15684,61987,62186,1.73,51.00
15685,61988,62187,1.73,51.00
15686,61989,62188,1.77,51.50
15687,61990,62189,1.77,51.50
15688,61991,62190,1.80,51.00
15689,61992,62191,1.73,51.00
15690,61993,62192,1.73,51.00
15691,61994,62193,1.73,51.00
15692,61995,62194,1.78,50.50
15693,61996,62195,1.75,51.00
15694,61997,62196,1.75,51.00
15695,61998,62197,1.75,51.00
15696,61999,62198,1.75,51.00
15697,62000,62199,1.78,51.50
15698,62001,62200,1.75,52.00
15699,62002,62201,1.75,52.00
15700,62003,62202,1.75,52.00
15701,62004,62203,1.78,51.50
15702,62005,62204,1.81,51.00
15703,62006,62205,1.78,51.50
15704,62007,62206,1.72,51.50
15705,62008,62207,1.73,51.50
15706,62009,62208,1.76,51.00
15707,62010,62209,1.80,51.50
15708,62011,62210,1.76,51.00
15709,62012,62211,1.80,50.50
15710,62013,62212,1.76,51.00
15711,62014,62213,1.76,51.00
15712,62015,62214,1.76,51.00
15713,62016,62215,1.80,50.50
15714,62017,62216,1.82,50.50
15715,62018,62217,1.85,51.00
15716,62019,62218,1.85,51.00
15717,62020,62219,1.83,51.50
15718,62021,62220,1.83,51.50
15719,62022,62221,1.83,51.50
15720,62023,62222,1.80,52.00
15721,62024,62223,1.77,52.50
15722,62025,62224,1.77,52.50
15723,62026,62225,1.80,53.00
15724,62027,62226,1.80,53.00
15725,62028,62227,1.79,53.00
15726,62029,62228,1.77,53.00
15727,62030,62229,1.73,53.50
15728,62031,62230,1.73,53.50
15729,62032,62231,1.73,53.50
15730,62033,62232,1.76,53.00
15731,62034,62233,1.76,53.00
15732,62035,62234,1.75,53.00
15733,62036,62235,1.72,53.50
15734,62037,62236,1.72,53.50
15735,62038,62237,1.72,53.50
15736,62039,62238,1.72,53.50
15737,62040,62239,1.72,53.50
15738,62041,62240,1.75,54.00
15739,62042,62241,1.75,54.00
15740,62043,62242,1.68,54.00
15741,62044,62243,1.67,54.00
15742,62045,62244,1.65,54.50
15743,62046,62245,1.62,55.00
15744,62047,62246,1.62,55.00
15745,62048,62247,1.62,55.00
15746,62049,62248,1.56,55.00
15747,62050,62249,1.56,55.00
15748,62051,62250,1.53,54.50
15749,62052,62251,1.56,55.00
15750,62053,62252,1.56,55.00
15751,62054,62253,1.54,55.50
15752,62055,62254,1.50,55.00
15753,62056,62255,1.48,55.50
15754,62057,62256,1.46,56.00
15755,62058,62257,1.49,56.50
15756,62059,62258,1.49,56.50
15757,62060,62259,1.47,57.00
15758,62061,62260,1.49,56.50
15759,62062,62261,1.49,56.50
15760,62063,62262,1.47,57.00
15761,62064,62263,1.42,57.00
15762,62065,62264,1.42,57.00
15763,62066,62265,1.45,56.50
15764,62067,62266,1.45,56.50
15765,62068,62267,1.52,56.50
15766,62069,62268,1.52,56.50
15767,62070,62269,1.49,57.00
15768,62071,62270,1.52,56.50
15769,62072,62271,1.48,56.00
15770,62073,62272,1.55,56.00
15771,62074,62273,1.55,56.00
15772,62075,62274,1.55,56.00
15773,62076,62275,1.59,55.50
15774,62077,62276,1.59,55.50
15775,62078,62277,1.59,55.50
15776,62079,62278,1.59,55.50
15777,62080,62279,1.59,55.50
15778,62081,62280,1.53,55.50
15779,62082,62281,1.53,55.50
15780,62083,62282,1.57,55.00
15781,62084,62283,1.64,55.00
15782,62085,62284,1.67,54.50
15783,62086,62285,1.67,54.50
15784,62087,62286,1.69,54.00
15785,62088,62287,1.67,54.50
15786,62089,62288,1.64,54.00
15787,62090,62289,1.67,54.50
15788,62091,62290,1.67,54.50
15789,62092,62291,1.69,54.00
15790,62093,62292,1.65,54.50
15791,62094,62293,1.65,54.50
15792,62095,62294,1.65,54.50
15793,62096,62295,1.67,54.00
15794,62097,62296,1.73,54.00
15795,62098,62297,1.72,54.00
15796,62099,62298,1.68,54.50
15797,62100,62299,1.68,54.50
15798,62101,62300,1.68,54.50
15799,62102,62301,1.67,54.50
15800,62103,62302,1.67,54.50
15801,62104,62303,1.67,54.50
15802,62105,62304,1.69,54.00
15803,62106,62305,1.67,54.50
15804,62107,62306,1.70,55.00
15805,62108,62307,1.70,55.00
15806,62109,62308,1.67,54.50
15807,62110,62309,1.63,55.00
15808,62111,62310,1.63,55.00
15809,62112,62311,1.63,55.00
15810,62113,62312,1.66,54.50
15811,62114,62313,1.68,54.00
15812,62115,62314,1.68,54.00
15813,62116,62315,1.68,54.00
15814,62117,62316,1.68,54.00
15815,62118,62317,1.71,53.50
15816,62119,62318,1.74,54.00
15817,62120,62319,1.67,54.00
15818,62121,62320,1.67,54.00
15819,62122,62321,1.67,54.00
15820,62123,62322,1.69,53.50
15821,62124,62323,1.67,54.00
15822,62125,62324,1.63,53.50
15823,62126,62325,1.67,53.00
15824,62127,62326,1.69,52.50
15825,62128,62327,1.69,52.50
15826,62129,62328,1.72,52.00
15827,62130,62329,1.72,52.00
15828,62131,62330,1.69,52.50
15829,62132,62331,1.69,52.50
15830,62133,62332,1.72,52.00
15831,62134,62333,1.72,52.00
15832,62135,62334,1.64,52.00
15833,62136,62335,1.61,52.50
15834,62137,62336,1.61,52.50
15835,62138,62337,1.61,52.50
15836,62139,62338,1.65,52.00
15837,62140,62339,1.72,52.00
15838,62141,62340,1.72,52.00
15839,62142,62341,1.69,52.50
15840,62143,62342,1.69,52.50
15841,62144,62343,1.72,52.00
15842,62145,62344,1.72,52.00
15843,62146,62345,1.75,51.50
15844,62147,62346,1.79,52.00
15845,62148,62347,1.75,52.50
15846,62149,62348,1.72,53.00
15847,62150,62349,1.69,53.50
15848,62151,62350,1.67,54.00
15849,62152,62351,1.69,53.50
15850,62153,62352,1.69,53.50
15851,62154,62353,1.67,54.00
15852,62155,62354,1.60,54.00
15853,62156,62355,1.60,54.00
15854,62157,62356,1.63,53.50
15855,62158,62357,1.66,53.00
15856,62159,62358,1.69,52.50
15857,62160,62359,1.75,52.50
15858,62161,62360,1.75,52.50
15859,62162,62361,1.75,52.50
15860,62163,62362,1.79,52.00
15861,62164,62363,1.79,52.00
15862,62165,62364,1.72,52.00
15863,62166,62365,1.72,52.00
15864,62167,62366,1.72,52.00
15865,62168,62367,1.72,52.00
15866,62169,62368,1.68,51.50
15867,62170,62369,1.69,51.50
15868,62171,62370,1.72,51.00
15869,62172,62371,1.76,51.50
15870,62173,62372,1.76,51.50
15871,62174,62373,1.80,51.00
15872,62175,62374,1.80,51.00
15873,62176,62375,1.79,51.00
15874,62177,62376,1.76,51.50
15875,62178,62377,1.73,52.00
15876,62179,62378,1.70,52.50
15877,62180,62379,1.70,52.50
15878,62181,62380,1.73,52.00
15879,62182,62381,1.69,51.50
15880,62183,62382,1.77,51.50
15881,62184,62383,1.78,51.50
15882,62185,62384,1.78,51.50
15883,62186,62385,1.81,51.00
15884,62187,62386,1.81,51.00
15885,62188,62387,1.78,51.50
15886,62189,62388,1.72,51.50
15887,62190,62389,1.72,51.50
15888,62191,62390,1.69,52.00
15889,62192,62391,1.72,51.50
15890,62193,62392,1.72,51.50
15891,62194,62393,1.75,52.00
15892,62195,62394,1.73,52.50
15893,62196,62395,1.79,52.50
15894,62197,62396,1.75,53.00
15895,62198,62397,1.78,52.50
15896,62199,62398,1.78,52.50
15897,62200,62399,1.74,52.00
15898,62201,62400,1.77,51.50
15899,62202,62401,1.77,51.50
15900,62203,62402,1.73,51.00
15901,62204,62403,1.69,51.50
15902,62205,62404,1.66,52.00
15903,62206,62405,1.69,51.50
15904,62207,62406,1.68,51.50
15905,62208,62407,1.67,51.50
15906,62209,62408,1.67,51.50
15907,62210,62409,1.63,51.00
15908,62211,62410,1.63,51.00
15909,62212,62411,1.63,51.00
15910,62213,62412,1.63,51.00
15911,62214,62413,1.63,51.00
15912,62215,62414,1.60,51.50
15913,62216,62415,1.56,52.00
15914,62217,62416,1.59,51.50
15915,62218,62417,1.52,51.50
15916,62219,62418,1.48,52.00
15917,62220,62419,1.51,51.50
15918,62221,62420,1.48,52.00
15919,62222,62421,1.46,52.50
15920,62223,62422,1.46,52.50
15921,62224,62423,1.46,52.50
15922,62225,62424,1.46,52.50
15923,62226,62425,1.46,52.50
15924,62227,62426,1.43,53.00
15925,62228,62427,1.46,52.50
15926,62229,62428,1.54,52.50
15927,62230,62429,1.54,52.50
15928,62231,62430,1.54,52.50
15929,62232,62431,1.54,52.50
15930,62233,62432,1.58,53.00
15931,62234,62433,1.51,53.00
15932,62235,62434,1.54,52.50
15933,62236,62435,1.54,52.50
15934,62237,62436,1.57,52.00
15935,62238,62437,1.64,52.00
15936,62239,62438,1.64,52.00
15937,62240,62439,1.61,52.50
15938,62241,62440,1.57,52.00
15939,62242,62441,1.57,52.00
15940,62243,62442,1.64,52.00
15941,62244,62443,1.65,52.00
15942,62245,62444,1.68,51.50
15943,62246,62445,1.71,51.00
15944,62247,62446,1.71,51.00
15945,62248,62447,1.71,51.00
15946,62249,62448,1.78,51.00
15947,62250,62449,1.77,51.00
15948,62251,62450,1.77,51.00
15949,62252,62451,1.70,51.00
15950,62253,62452,1.70,51.00
15951,62254,62453,1.77,51.00
15952,62255,62454,1.77,51.00
15953,62256,62455,1.81,50.50
15954,62257,62456,1.84,50.00
15955,62258,62457,1.76,50.00
15956,63802,64001,1.77,50.00
15957,63803,64002,1.77,50.00
15958,63804,64003,1.81,50.50
15959,63805,64004,1.77,51.00
15960,63806,64005,1.77,51.00
15961,63807,64006,1.77,51.00
15962,63808,64007,1.74,51.50
15963,63809,64008,1.70,52.00
15964,63810,64009,1.66,51.50
15965,63811,64010,1.63,52.00
15966,63812,64011,1.67,51.50
15967,63813,64012,1.64,52.00
15968,63814,64013,1.71,52.00
15969,63815,64014,1.71,52.00
15970,63816,64015,1.67,51.50
15971,63817,64016,1.64,52.00
15972,63818,64017,1.67,51.50
15973,63819,64018,1.64,52.00
15974,63820,64019,1.64,52.00
15975,63821,64020,1.64,52.00
15976,63822,64021,1.71,52.00
15977,63823,64022,1.67,51.50
15978,63824,64023,1.64,52.00
15979,63825,64024,1.61,52.50
15980,63826,64025,1.64,52.00
15981,63827,64026,1.61,52.50
15982,63828,64027,1.61,52.50
15983,63829,64028,1.61,52.50
15984,63830,64029,1.61,52.50
15985,63831,64030,1.61,52.50
15986,63832,64031,1.64,52.00
15987,63833,64032,1.64,52.00
15988,63834,64033,1.64,52.00
15989,63835,64034,1.64,52.00
15990,63836,64035,1.57,52.00
15991,63837,64036,1.57,52.00
15992,63838,64037,1.57,52.00
15993,63839,64038,1.57,52.00
15994,63840,64039,1.51,52.00
15995,63841,64040,1.52,52.00
15996,63842,64041,1.52,52.00
15997,63843,64042,1.52,52.00
15998,63844,64043,1.56,52.50
15999,63845,64044,1.56,52.50
16000,63846,64045,1.56,52.50
16001,63847,64046,1.54,53.00
16002,63848,64047,1.50,52.50
16003,63849,64048,1.48,53.00
16004,63850,64049,1.49,53.00
16005,63851,64050,1.50,53.00
16006,63852,64051,1.52,52.50
16007,63853,64052,1.52,52.50
16008,63854,64053,1.52,52.50
16009,63855,64054,1.52,52.50
16010,63856,64055,1.52,52.50
16011,63857,64056,1.49,53.00
16012,63858,64057,1.49,53.00
16013,63859,64058,1.49,53.00
16014,63860,64059,1.53,53.50
16015,63861,64060,1.45,53.50
16016,63862,64061,1.45,53.50
16017,63863,64062,1.48,53.00
16018,63864,64063,1.48,53.00
16019,63865,64064,1.50,52.50
16020,63866,64065,1.50,52.50
16021,63867,64066,1.50,52.50
16022,63868,64067,1.50,52.50
16023,63869,64068,1.50,52.50
16024,63870,64069,1.49,52.50
16025,63871,64070,1.47,53.00
16026,63872,64071,1.44,53.50
16027,63873,64072,1.40,53.00
16028,63874,64073,1.47,53.00
16029,63875,64074,1.47,53.00
16030,63876,64075,1.46,53.00
16031,63877,64076,1.43,53.50
16032,63878,64077,1.37,53.50
16033,63879,64078,1.39,53.00
16034,63880,64079,1.39,53.00
16035,63881,64080,1.39,53.00
16036,63882,64081,1.42,52.50
16037,63883,64082,1.42,52.50
16038,63884,64083,1.44,52.00
16039,63885,64084,1.42,52.50
16040,63886,64085,1.35,52.50
16041,63887,64086,1.33,53.00
16042,63888,64087,1.33,53.00
16043,63889,64088,1.37,53.50
16044,63890,64089,1.35,54.00
16045,63891,64090,1.36,54.00
16046,63892,64091,1.38,53.50
16047,63893,64092,1.38,53.50
16048,63894,64093,1.38,53.50
16049,63895,64094,1.40,53.00
16050,63896,64095,1.40,53.00
16051,63897,64096,1.43,52.50
16052,63898,64097,1.43,52.50
16053,63899,64098,1.45,52.00
16054,63900,64099,1.45,52.00
16055,63901,64100,1.47,51.50
